termID	termDef	totalTermGenes	totalTermSizeAA	nConvGenes	nConvSites	nDivGenes	nDivSites	totalMutatedGenes	funcClust
MP:0000547	short limbs	114	55567	10	10	13	16	21	limb
MP:0000548	long limbs	3	697	0	0	0	0	0	limb
MP:0000549	absent limbs	15	6089	0	0	0	0	0	limb
MP:0000550	abnormal forelimb morphology	176	85994	11	11	19	21	24	limb
MP:0000551	absent forelimb	5	1676	0	0	0	0	0	limb
MP:0000552	abnormal radius morphology	78	38522	5	5	8	10	11	limb
MP:0000553	absent radius	11	4299	0	0	1	1	1	limb
MP:0000554	abnormal carpal bone morphology	31	13029	1	1	3	3	4	limb
MP:0000555	absent carpal bone	5	1858	0	0	1	1	1	limb
MP:0000556	abnormal hindlimb morphology	331	161566	29	33	36	42	60	limb
MP:0000557	absent hindlimb	10	3670	0	0	0	0	0	limb
MP:0000558	abnormal tibia morphology	191	92463	15	19	23	29	34	limb
MP:0000559	abnormal femur morphology	147	66199	17	18	16	19	30	limb
MP:0000561	adactyly	6	1993	0	0	0	0	0	limb
MP:0000562	polydactyly	119	63820	10	10	14	17	18	limb
MP:0000564	syndactyly	101	56887	14	17	19	23	27	limb
MP:0000565	oligodactyly	50	27178	3	3	8	10	9	limb
MP:0000566	synostosis	9	2780	0	0	1	1	1	skeleton
MP:0000567	truncation of digits	1	159	0	0	0	0	0	limb
MP:0000568	ectopic digits	8	4014	0	0	1	1	1	limb
MP:0000569	abnormal digit pigmentation	3	2225	0	0	1	1	1	skin
MP:0000571	interdigital webbing	24	11618	3	4	6	6	9	limb
MP:0000572	abnormal autopod morphology	306	168198	33	39	42	48	64	limb
MP:0000573	enlarged hind paws	1	198	0	0	0	0	0	limb
MP:0000574	abnormal foot pad morphology	18	8477	2	2	2	2	3	limb
MP:0000575	increased foot pad pigmentation	9	3672	2	2	2	2	3	skin
MP:0000576	clubfoot	11	14023	4	4	5	6	6	limb
MP:0000578	ulcerated paws	7	3018	1	2	0	0	1	limb
MP:0000579	abnormal nail morphology	24	13910	6	7	4	5	8	skin
MP:0000580	deformed nails	8	4102	1	1	1	2	1	skin
MP:0000582	toenail hyperkeratosis	1	922	0	0	0	0	0	skin
MP:0000583	long toenails	4	2366	2	2	2	3	2	skin
MP:0000585	kinked tail	106	54995	10	11	18	20	23	limb
MP:0000588	thick tail	8	4071	1	1	0	0	1	limb
MP:0000589	thin tail	5	2875	1	1	0	0	1	limb
MP:0000592	short tail	93	40306	8	8	9	10	15	limb
MP:0000596	abnormal liver development	47	28428	3	4	1	3	3	liver
MP:0000597	delayed hepatic development	10	4265	1	1	0	0	1	liver
MP:0000598	abnormal liver morphology	790	370574	89	96	93	114	162	liver
MP:0000599	enlarged liver	201	93422	24	25	28	33	45	liver
MP:0000600	liver hypoplasia	54	34175	3	5	5	7	6	liver
MP:0000601	small liver	165	86808	20	24	16	22	32	liver
MP:0000602	enlarged liver sinusoidal spaces	14	15349	2	3	2	2	3	cardiovascular
MP:0000603	pale liver	77	31132	11	12	9	12	17	liver
MP:0000604	amyloidosis	48	25313	8	10	7	10	13	homeostasis
MP:0000606	decreased hepatocyte number	11	14242	0	0	2	2	2	liver
MP:0000607	abnormal hepatocyte morphology	134	70257	14	15	18	21	28	liver
MP:0000608	dissociated hepatocytes	6	3437	0	0	0	0	0	liver
MP:0000609	abnormal liver physiology	308	138770	33	35	32	36	57	liver
MP:0000610	cholestasis	18	10451	2	2	3	3	4	liver
MP:0000611	jaundice	20	12650	4	4	5	5	7	liver
MP:0000613	abnormal salivary gland morphology	59	27026	7	9	7	7	12	gland
MP:0000614	absent salivary gland	5	2306	0	0	0	0	0	gland
MP:0000615	abnormal palatine gland morphology	2	428	0	0	1	1	1	gland
MP:0000616	decreased ductal branching in the palatine gland	1	113	0	0	1	1	1	gland
MP:0000617	increased salivary gland mucosal cell number	1	113	0	0	1	1	1	gland
MP:0000618	small salivary gland	6	3488	1	2	1	1	2	gland
MP:0000619	salivary gland epithelial hyperplasia	4	3333	1	2	1	1	2	gland
MP:0000620	narrow salivary ducts	1	113	0	0	1	1	1	gland
MP:0000621	increased salivary adenocarcinoma incidence	2	287	0	0	0	0	0	gland
MP:0000622	increased salivation	2	565	0	0	0	0	0	homeostasis
MP:0000623	decreased salivation	18	11032	2	2	4	4	5	homeostasis
MP:0000624	xerostomia	1	307	0	0	0	0	0	craniofacial
MP:0000627	abnormal mammary gland morphology	193	90997	16	22	24	29	35	skin
MP:0000628	abnormal mammary gland development	112	53854	7	9	12	17	17	skin
MP:0000629	absent mammary gland	6	3234	1	1	1	2	1	skin
MP:0000630	mammary gland hyperplasia	14	5919	0	0	0	0	0	skin
MP:0000631	abnormal neuroendocrine gland morphology	107	45874	6	6	11	13	16	gland
MP:0000633	abnormal pituitary gland morphology	89	37291	5	5	9	11	14	nervous
MP:0000635	pituitary gland hyperplasia	3	677	0	0	0	0	0	nervous
MP:0000636	enlarged pituitary gland	7	2092	0	0	0	0	0	nervous
MP:0000639	abnormal adrenal gland morphology	86	35397	8	8	13	15	18	gland
MP:0000640	adrenal gland hypoplasia	4	917	1	1	1	1	2	gland
MP:0000642	enlarged adrenal glands	18	9850	0	0	3	4	3	gland
MP:0000643	absent adrenal medulla	1	583	0	0	0	0	0	gland
MP:0000644	dextrocardia	27	14986	4	4	8	8	10	cardiovascular
MP:0000645	absent adrenergic chromaffin cells	1	1056	0	0	0	0	0	nervous
MP:0000646	enlarged adrenocortical cells	3	797	0	0	0	0	0	gland
MP:0000647	abnormal sebaceous gland morphology	85	40340	12	13	12	16	20	skin
MP:0000648	absent sebaceous gland	6	4631	1	1	2	2	2	skin
MP:0000649	sebaceous gland atrophy	4	2292	1	1	1	2	1	skin
MP:0000650	mesocardia	11	12242	2	3	2	3	2	cardiovascular
MP:0000652	enlarged sebaceous gland	24	10415	3	3	3	4	5	skin
MP:0000653	abnormal sex gland morphology	631	269594	64	82	87	111	134	reproduction
MP:0000659	prostate gland hyperplasia	10	7097	1	1	1	1	2	reproduction
MP:0000660	lateral prostate gland hypoplasia	1	113	0	0	1	1	1	reproduction
MP:0000661	small prostate gland ventral lobe	5	1570	0	0	1	1	1	reproduction
MP:0000662	abnormal branching of the mammary ductal tree	43	18788	3	5	5	9	7	skin
MP:0000664	small prostate gland anterior lobe	5	1339	1	1	2	2	3	reproduction
MP:0000665	decreased ductal branching in the coagulating gland	2	323	0	0	2	2	2	reproduction
MP:0000666	decreased prostate gland duct number	5	1850	1	1	1	1	2	reproduction
MP:0000671	bulbourethral gland hypoplasia	1	113	0	0	1	1	1	reproduction
MP:0000674	abnormal sweat gland morphology	5	1969	1	1	0	0	1	skin
MP:0000675	abnormal eccrine sweat gland morphology	3	1050	1	1	0	0	1	skin
MP:0000676	abnormal body water content	7	1420	0	0	0	0	0	growth
MP:0000678	abnormal parathyroid gland morphology	26	8369	0	0	3	3	3	gland
MP:0000679	increased percent water in carcass	2	331	0	0	0	0	0	growth
MP:0000680	absent parathyroid glands	12	3923	0	0	2	2	2	gland
MP:0000681	abnormal thyroid gland morphology	52	19443	4	4	6	8	8	gland
MP:0000683	decreased percent water in carcass	1	306	0	0	0	0	0	growth
MP:0000685	abnormal immune system morphology	1686	697420	150	172	201	243	310	immune
MP:0000687	small lymphoid organs	11	6237	2	3	1	1	3	immune
MP:0000688	lymphoid hyperplasia	21	10489	5	7	3	6	7	immune
MP:0000689	abnormal spleen morphology	731	326270	69	79	82	93	135	spleen
MP:0000690	absent spleen	18	12725	3	3	5	5	6	spleen
MP:0000691	enlarged spleen	386	178216	36	40	42	49	69	spleen
MP:0000692	small spleen	215	99284	19	23	20	22	36	spleen
MP:0000693	spleen hyperplasia	87	32914	6	6	9	9	15	spleen
MP:0000694	spleen hypoplasia	113	50906	8	10	11	12	19	spleen
MP:0000696	abnormal Peyer's patch morphology	77	25829	7	8	4	5	10	immune
MP:0000700	abnormal lymph node number	4	1055	0	0	0	0	0	immune
MP:0000701	abnormal lymph node size	203	79928	16	17	16	22	29	immune
MP:0000702	enlarged lymph nodes	155	60670	13	14	13	19	24	immune
MP:0000703	abnormal thymus morphology	425	204229	37	40	50	59	78	gland
MP:0000704	abnormal thymus development	26	11857	2	2	4	4	5	gland
MP:0000705	athymia	19	7829	0	0	2	2	2	immune
MP:0000706	small thymus	270	135982	27	30	29	33	50	gland
MP:0000708	thymus hyperplasia	29	9186	1	1	2	2	3	gland
MP:0000709	enlarged thymus	61	23821	4	4	7	8	11	gland
MP:0000711	thymus cortex hypoplasia	12	8325	2	2	2	2	3	gland
MP:0000714	increased thymocyte number	36	11874	0	0	5	7	5	immune
MP:0000715	decreased thymocyte number	143	75366	11	12	7	7	16	immune
MP:0000716	abnormal immune system cell morphology	1382	559580	125	144	157	192	248	immune
MP:0000717	abnormal lymphocyte cell number	890	367536	78	93	87	110	147	immune
MP:0000726	absent lymphocyte	83	33983	4	5	5	6	9	immune
MP:0000727	absent CD8-positive, alpha-beta T cells	19	9590	2	3	2	2	4	immune
MP:0000729	abnormal myogenesis	56	33544	3	3	3	6	5	muscle
MP:0000730	increased satellite cell number	7	1715	1	1	0	0	1	muscle
MP:0000731	increased collagen deposition in the muscles	4	2966	0	0	1	1	1	muscle
MP:0000733	abnormal muscle development	86	57163	8	8	8	12	12	muscle
MP:0000734	muscle hypoplasia	19	9197	0	0	0	0	0	muscle
MP:0000736	delayed muscle development	5	1888	0	0	0	0	0	muscle
MP:0000737	abnormal myotome development	22	8730	0	0	2	3	2	muscle
MP:0000738	impaired muscle contractility	249	150979	36	46	35	50	59	muscle
MP:0000740	impaired smooth muscle contractility	36	21293	2	2	0	0	2	muscle
MP:0000741	impaired contractility of urinary bladder detrusor smooth muscle	2	832	0	0	0	0	0	muscle
MP:0000742	impaired contractility of ileal smooth muscle	2	936	0	0	0	0	0	muscle
MP:0000743	muscle spasm	65	48606	15	19	7	10	18	muscle
MP:0000745	tremors	238	139588	33	40	36	38	58	behavior
MP:0000746	weakness	109	76545	17	21	16	25	25	behavior
MP:0000747	muscle weakness	75	48184	13	14	8	10	17	muscle
MP:0000748	progressive muscle weakness	25	12395	2	2	1	1	3	muscle
MP:0000749	muscle degeneration	50	34849	15	17	9	11	18	muscle
MP:0000750	abnormal muscle regeneration	57	24460	7	7	5	5	10	muscle
MP:0000751	myopathy	44	34250	13	17	7	11	14	muscle
MP:0000752	dystrophic muscle	32	23805	5	5	2	11	6	muscle
MP:0000753	paralysis	121	72747	19	22	13	13	26	behavior
MP:0000754	paresis	24	17333	8	9	5	5	9	behavior
MP:0000755	hindlimb paralysis	74	41605	13	14	8	8	17	behavior
MP:0000756	forelimb paralysis	11	4728	3	4	2	2	4	behavior
MP:0000757	herniated abdominal wall	19	12150	0	0	0	0	0	growth
MP:0000759	abnormal skeletal muscle morphology	365	221880	50	57	43	60	72	muscle
MP:0000761	thin diaphragm muscle	31	15244	2	2	1	1	2	muscle
MP:0000762	abnormal tongue morphology	92	51291	13	17	10	12	19	craniofacial
MP:0000763	abnormal filiform papillae morphology	2	1142	1	1	1	1	1	craniofacial
MP:0000764	abnormal tongue epithelium morphology	21	16618	7	10	4	6	8	craniofacial
MP:0000765	abnormal tongue squamous epithelium morphology	3	1176	0	0	0	0	0	craniofacial
MP:0000766	absent tongue squamous epithelium	1	607	0	0	0	0	0	craniofacial
MP:0000767	abnormal smooth muscle morphology	122	63034	9	9	11	14	18	muscle
MP:0000771	abnormal brain size	255	152743	34	39	34	35	54	nervous
MP:0000774	decreased brain size	210	128141	32	37	30	31	49	nervous
MP:0000776	abnormal inferior colliculus morphology	16	6986	0	0	2	2	2	nervous
MP:0000777	increased inferior colliculus size	4	1583	0	0	1	1	1	nervous
MP:0000778	abnormal nervous system tract morphology	163	103352	20	23	18	24	32	nervous
MP:0000780	abnormal corpus callosum morphology	103	64633	12	14	11	12	19	nervous
MP:0000781	decreased corpus callosum size	32	21942	5	6	4	5	8	nervous
MP:0000783	abnormal forebrain morphology	792	449954	85	99	106	123	161	nervous
MP:0000784	forebrain hypoplasia	24	15591	2	2	1	1	3	nervous
MP:0000785	telencephalon hypoplasia	10	3095	0	0	0	0	0	nervous
MP:0000786	abnormal embryonic neuroepithelial layer differentiation	17	9619	0	0	1	1	1	nervous
MP:0000787	abnormal telencephalon morphology	646	381816	75	88	94	108	139	nervous
MP:0000788	abnormal cerebral cortex morphology	281	177972	37	44	45	52	68	nervous
MP:0000789	thickened cerebral cortex	13	8044	0	0	3	3	3	nervous
MP:0000790	abnormal stratification in cerebral cortex	37	32576	5	8	5	7	8	nervous
MP:0000791	delaminated cerebral cortex	3	2578	1	2	1	2	1	nervous
MP:0000792	abnormal cortical marginal zone morphology	30	18914	5	6	5	8	7	nervous
MP:0000794	abnormal parietal lobe morphology	30	20833	4	4	5	5	8	nervous
MP:0000798	abnormal frontal lobe morphology	13	9397	2	2	3	3	4	nervous
MP:0000801	abnormal temporal lobe morphology	285	179496	32	42	39	48	58	nervous
MP:0000804	abnormal occipital lobe morphology	10	5314	2	2	3	3	4	nervous
MP:0000805	abnormal visual cortex morphology	8	3720	2	2	2	2	3	nervous
MP:0000807	abnormal hippocampus morphology	279	175084	31	41	34	43	53	nervous
MP:0000808	abnormal hippocampus development	26	13217	1	1	3	3	4	nervous
MP:0000809	absent hippocampus	9	2906	0	0	1	1	1	nervous
MP:0000811	hippocampal neuron degeneration	16	5937	1	1	1	1	1	nervous
MP:0000812	abnormal dentate gyrus morphology	91	62586	10	12	10	14	16	nervous
MP:0000813	abnormal hippocampus layer morphology	86	56772	11	15	9	11	17	nervous
MP:0000814	absent dentate gyrus	13	6235	0	0	2	2	2	nervous
MP:0000815	abnormal Ammon gyrus morphology	56	30755	7	9	4	4	10	nervous
MP:0000818	abnormal amygdala morphology	8	4264	0	0	2	2	2	nervous
MP:0000819	abnormal olfactory bulb morphology	126	82370	23	28	22	25	36	nervous
MP:0000820	abnormal choroid plexus morphology	49	23229	5	6	6	7	8	nervous
MP:0000821	choroid plexus hyperplasia	4	3961	1	1	1	1	2	nervous
MP:0000822	abnormal brain ventricle morphology	242	143154	23	30	32	38	45	nervous
MP:0000823	abnormal lateral ventricle morphology	135	91501	18	24	21	23	31	nervous
MP:0000825	dilated lateral ventricles	52	34189	7	9	9	9	11	nervous
MP:0000826	abnormal third ventricle morphology	53	36053	8	10	9	9	14	nervous
MP:0000827	dilated third ventricle	21	16324	5	6	3	3	6	nervous
MP:0000828	abnormal fourth ventricle morphology	26	19353	3	4	4	4	6	nervous
MP:0000829	dilated fourth ventricle	7	4219	2	3	2	2	3	nervous
MP:0000830	abnormal diencephalon morphology	233	124418	23	25	31	37	48	nervous
MP:0000831	diencephalon hyperplasia	2	1515	0	0	1	1	1	nervous
MP:0000832	abnormal thalamus morphology	56	30215	5	6	7	7	10	nervous
MP:0000833	thalamus hyperplasia	1	908	0	0	1	1	1	nervous
MP:0000835	abnormal subthalamic nucleus morphology	1	2199	1	2	1	1	1	nervous
MP:0000836	abnormal substantia nigra morphology	24	8397	2	2	2	2	3	nervous
MP:0000837	abnormal hypothalamus morphology	33	13434	2	2	5	6	7	nervous
MP:0000839	hypothalamus hyperplasia	1	908	0	0	1	1	1	nervous
MP:0000840	abnormal epithalamus morphology	6	6172	0	0	0	0	0	nervous
MP:0000841	abnormal hindbrain morphology	420	256305	50	57	58	66	88	nervous
MP:0000842	absent superior olivary complex	1	293	0	0	0	0	0	nervous
MP:0000843	absent facial nuclei	3	740	0	0	1	1	1	nervous
MP:0000844	abnormal pontine flexure morphology	1	1056	0	0	0	0	0	nervous
MP:0000846	abnormal medulla oblongata morphology	27	16992	4	4	6	7	8	nervous
MP:0000847	abnormal metencephalon morphology	371	230024	47	53	54	62	82	nervous
MP:0000848	abnormal pons morphology	52	27179	8	9	10	11	14	nervous
MP:0000849	abnormal cerebellum morphology	339	214685	43	48	48	55	75	nervous
MP:0000850	absent cerebellum	15	6675	0	0	0	0	0	nervous
MP:0000851	cerebellum hypoplasia	17	9551	2	3	2	2	3	nervous
MP:0000852	small cerebellum	112	73251	16	18	17	17	28	nervous
MP:0000853	absent cerebellar foliation	11	7126	1	2	0	0	1	nervous
MP:0000854	abnormal cerebellum development	124	71843	13	16	13	13	22	nervous
MP:0000856	abnormal cerebellar plate morphology	3	2725	0	0	0	0	0	nervous
MP:0000857	abnormal cerebellar foliation	84	47755	6	8	6	6	11	nervous
MP:0000858	altered metastatic potential	105	45936	6	8	12	12	15	tumorigenesis
MP:0000859	abnormal somatosensory cortex morphology	24	13178	4	4	2	2	5	nervous
MP:0000860	abnormal primary somatosensory cortex morphology	17	10238	2	2	1	1	3	nervous
MP:0000861	disorganized barrel cortex	7	5048	1	1	0	0	1	nervous
MP:0000862	absent barrels in primary somatosensory cortex	4	1682	0	0	0	0	0	nervous
MP:0000864	abnormal cerebellum vermis morphology	38	18936	2	3	7	8	7	nervous
MP:0000865	absent cerebellum vermis	6	3483	0	0	0	0	0	nervous
MP:0000866	cerebellum vermis hypoplasia	11	5256	0	0	2	2	2	nervous
MP:0000867	abnormal cerebellum anterior vermis morphology	9	3697	0	0	2	2	2	nervous
MP:0000868	decreased anterior vermis size	3	471	0	0	0	0	0	nervous
MP:0000869	abnormal cerebellum posterior vermis morphology	6	2378	0	0	1	1	1	nervous
MP:0000872	abnormal cerebellum external granule cell layer morphology	61	36040	8	9	9	9	15	nervous
MP:0000873	thin external granule cell layer	19	6644	2	2	3	3	4	nervous
MP:0000874	irregular external granule cell layer	1	266	0	0	0	0	0	nervous
MP:0000875	abnormal cerebellar Purkinje cell layer	204	132581	29	31	33	38	51	nervous
MP:0000876	Purkinje cell degeneration	64	48841	16	17	13	16	23	nervous
MP:0000877	abnormal Purkinje cell morphology	187	121009	28	30	30	35	48	nervous
MP:0000878	abnormal Purkinje cell number	62	42134	8	9	6	8	11	nervous
MP:0000879	increased Purkinje cell number	3	1843	0	0	1	1	1	nervous
MP:0000880	decreased Purkinje cell number	60	40697	8	9	5	7	10	nervous
MP:0000884	delaminated Purkinje cell layer	5	4518	1	2	0	0	1	nervous
MP:0000885	ectopic Purkinje cell	27	21053	4	6	4	5	6	nervous
MP:0000886	abnormal cerebellar granule layer morphology	93	61251	14	17	13	16	21	nervous
MP:0000887	delaminated cerebellar granule layer	1	2950	1	2	0	0	1	nervous
MP:0000888	absent cerebellar granule layer	2	530	0	0	0	0	0	nervous
MP:0000889	abnormal cerebellar molecular layer	56	39033	6	6	14	15	18	nervous
MP:0000890	thin cerebellar molecular layer	26	21826	5	5	9	10	12	nervous
MP:0000897	abnormal midbrain morphology	129	73474	13	15	13	13	23	nervous
MP:0000898	midbrain hyperplasia	3	1997	0	0	1	1	1	nervous
MP:0000899	abnormal corpora quadrigemina morphology	27	12220	1	1	3	3	4	nervous
MP:0000900	decreased colliculi size	1	123	0	0	0	0	0	nervous
MP:0000904	abnormal superior colliculus morphology	14	5182	1	1	1	1	2	nervous
MP:0000905	increased superior colliculus size	2	487	0	0	0	0	0	nervous
MP:0000906	abnormal trigeminal V mesencephalic nucleus morphology	8	2879	1	1	1	1	1	nervous
MP:0000907	small mesencephalic trigeminal nucleus	2	494	0	0	0	0	0	nervous
MP:0000908	absent mesencephalic trigeminal nucleus	1	269	0	0	0	0	0	nervous
MP:0000909	abnormal facial motor nucleus morphology	16	5090	2	2	3	3	4	nervous
MP:0000910	small facial motor nucleus	5	1664	1	1	2	2	3	nervous
MP:0000911	abnormal trigeminal motor nucleus morphology	4	5699	3	4	2	2	3	nervous
MP:0000912	small trigeminal motor nucleus	1	311	1	1	0	0	1	nervous
MP:0000913	abnormal brain development	604	354642	68	80	83	99	126	nervous
MP:0000914	exencephaly	206	119618	20	23	26	32	39	nervous
MP:0000917	obstructive hydrocephaly	7	4783	1	2	1	1	2	nervous
MP:0000919	cranioschisis	8	4164	0	0	1	1	1	craniofacial
MP:0000920	abnormal myelination	160	84679	22	24	21	22	35	nervous
MP:0000921	demyelination	83	40514	11	12	11	12	18	nervous
MP:0000923	abnormal roof plate morphology	11	4880	1	1	2	2	2	nervous
MP:0000924	absent roof plate	1	161	0	0	0	0	0	nervous
MP:0000925	abnormal floor plate morphology	43	26085	4	4	8	12	11	nervous
MP:0000926	absent floor plate	19	10686	3	3	5	8	7	nervous
MP:0000927	small floor plate	3	1510	0	0	0	0	0	nervous
MP:0000928	incomplete rostral neuropore closure	77	39431	4	5	9	10	12	nervous
MP:0000929	open neural tube	202	109963	12	12	21	24	30	nervous
MP:0000930	wavy neural tube	31	14642	1	1	3	3	4	nervous
MP:0000932	absent notochord	18	9095	2	2	3	3	4	development
MP:0000933	abnormal rhombomere morphology	26	9748	0	0	1	1	1	nervous
MP:0000934	abnormal telencephalon development	131	82262	14	17	21	24	30	nervous
MP:0000935	abnormal folding of telencephalic vesicles	3	1373	0	0	1	1	1	nervous
MP:0000936	small embryonic telencephalon	19	10685	1	1	4	4	5	nervous
MP:0000937	abnormal motor neuron morphology	152	88438	13	15	19	23	27	nervous
MP:0000938	motor neuron degeneration	34	23246	3	4	4	6	5	nervous
MP:0000939	decreased motor neuron number	70	36501	5	6	7	7	11	nervous
MP:0000940	abnormal motor neuron innervation pattern	42	30314	6	7	5	5	9	nervous
MP:0000947	convulsive seizures	133	83389	17	24	16	22	26	nervous
MP:0000948	nonconvulsive seizures	31	17857	4	6	1	1	5	nervous
MP:0000950	abnormal seizure response to pharmacological agent	107	61158	16	19	16	20	27	nervous
MP:0000951	sporadic seizures	28	12823	2	3	1	1	3	nervous
MP:0000952	abnormal CNS glial cell morphology	242	120616	27	30	28	36	45	nervous
MP:0000953	abnormal oligodendrocyte morphology	42	20453	3	4	8	9	9	nervous
MP:0000954	decreased oligodendrocyte progenitor number	8	2263	0	0	0	0	0	nervous
